year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2001,M,Kenya,0 days 02:09:08,Cheruiyot,Willy,2,30,M,7748.0,0 days 02:00:00
2001,M,ANO,0 days 02:11:40,,,10,30,M,7900.0,0 days 02:10:00
2001,M,Brazil,0 days 02:11:47,Ramos,Andre,12,30,M,7907.0,0 days 02:10:00
2001,M,Austria,0 days 02:13:03,Buchleitner,Michael,19,30,M,7983.0,0 days 02:10:00
2001,M,Switzerland,0 days 02:17:19,Heuberger,Bruno,27,30,M,8239.0,0 days 02:10:00
2001,M,South Africa,0 days 02:17:20,Moeketsana,Motsehi,28,30,M,8240.0,0 days 02:10:00
2001,M,Kenya,0 days 02:17:54,Kiprono,John,29,30,M,8274.0,0 days 02:10:00
2001,M,Spain,0 days 02:18:24,Farto Martinez,Jacinto,30,30,M,8304.0,0 days 02:10:00
2001,M,Italy,0 days 02:19:52,AchmÃÂ¼ller,Hermann,37,30,M,8392.0,0 days 02:10:00
2001,M,France,0 days 02:20:08,Alahyan,Mohammed,38,30,M,8408.0,0 days 02:20:00
