year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2013,M,Denmark,0 days 02:28:49,Riis-Petersen,Steen,60,45,M,8929.0,0 days 02:20:00
2013,M,Spain,0 days 02:29:03,Casado PÃÂ©rez,Luis Alberto,61,45,M,8943.0,0 days 02:20:00
2013,M,Germany,0 days 02:31:30,Kurtz,Karlheinz,74,45,M,9090.0,0 days 02:30:00
2013,M,France,0 days 02:31:37,SENAC,PIERRE,78,45,M,9097.0,0 days 02:30:00
2013,M,Germany,0 days 02:34:58,Poch,Mike,103,45,M,9298.0,0 days 02:30:00
2013,M,Germany,0 days 02:35:12,JÃÂ¤kel,Robert,106,45,M,9312.0,0 days 02:30:00
2013,M,Italy,0 days 02:35:45,MAHJOUBI,Abdelaziz,112,45,M,9345.0,0 days 02:30:00
2013,M,Denmark,0 days 02:37:06,Nielsen,Anders Lade,132,45,M,9426.0,0 days 02:30:00
2013,M,Spain,0 days 02:37:26,LOPEZ,JORGE,138,45,M,9446.0,0 days 02:30:00
2013,M,Spain,0 days 02:38:29,Martinez Sanchez,Abelardo,161,45,M,9509.0,0 days 02:30:00
