year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2018,W,Norway,0 days 02:59:11,Falck,Laila,1551,50,W,10751.0,0 days 02:50:00
2018,W,Germany,0 days 03:00:07,Maier,Claudia,1703,50,W,10807.0,0 days 03:00:00
2018,W,Mexico,0 days 03:05:38,Yamin,Maria Regina Henriette,2183,50,W,11138.0,0 days 03:00:00
2018,W,Germany,0 days 03:09:56,Sigg-Sohn,Christine,2731,50,W,11396.0,0 days 03:00:00
2018,W,Germany,0 days 03:10:00,Bonnaire,Beate,2740,50,W,11400.0,0 days 03:10:00
2018,W,Hong Kong,0 days 03:11:25,Chan,Pui Shan,2941,50,W,11485.0,0 days 03:10:00
2018,W,Japan,0 days 03:12:51,Imaizumi,Miki,3158,50,W,11571.0,0 days 03:10:00
2018,W,Germany,0 days 03:14:09,Mordas,Claudia,3382,50,W,11649.0,0 days 03:10:00
2018,W,Germany,0 days 03:14:36,Schucht,Irene,3463,50,W,11676.0,0 days 03:10:00
2018,W,Spain,0 days 03:15:23,Galiano,Maria Isabel,3602,50,W,11723.0,0 days 03:10:00
