year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2002,M,Germany,0 days 03:18:16,Bittmann,Walther,3315,70,M,11896.0,0 days 03:10:00
2002,M,Germany,0 days 03:20:52,Pantke,Wolfgang,3743,70,M,12052.0,0 days 03:20:00
2002,M,Switzerland,0 days 03:39:11,Knoepfli,Giovanni,7467,70,M,13151.0,0 days 03:30:00
2002,M,Germany,0 days 03:43:21,Zachert,Alexander,8416,70,M,13401.0,0 days 03:40:00
2002,M,Germany,0 days 03:48:51,Tiede,Klaus,9838,70,M,13731.0,0 days 03:40:00
2002,M,Germany,0 days 03:51:23,Wagner,Herbert,10562,70,M,13883.0,0 days 03:50:00
2002,M,Austria,0 days 03:53:28,Kreidl,Hans,11132,70,M,14008.0,0 days 03:50:00
2002,M,Germany,0 days 04:01:34,Reichenbach,Alfred,13607,70,M,14494.0,0 days 04:00:00
2002,M,Germany,0 days 04:11:30,GÃÂ¼lde,Horst,15694,70,M,15090.0,0 days 04:10:00
2002,M,Germany,0 days 04:12:21,Breyer,Dr.  Manfred,15874,70,M,15141.0,0 days 04:10:00
