year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2012,W,United States,0 days 02:52:37,Wolden,Cathrine,597,40,W,10357.0,0 days 02:50:00
2012,W,Italy,0 days 02:56:21,Nesta,Tiziana,883,40,W,10581.0,0 days 02:50:00
2012,W,Austria,0 days 02:57:36,Wieshuber,Ilse,1024,40,W,10656.0,0 days 02:50:00
2012,W,Sweden,0 days 03:01:04,Miller,Rebecca,1473,40,W,10864.0,0 days 03:00:00
2012,W,Paraguay,0 days 03:02:23,Zubizarreta,Maria,1585,40,W,10943.0,0 days 03:00:00
2012,W,United Kingdom,0 days 03:02:37,Green,Nicola,1600,40,W,10957.0,0 days 03:00:00
2012,W,Argentina,0 days 03:03:17,Tow,Maria Noel,1668,40,W,10997.0,0 days 03:00:00
2012,W,Germany,0 days 03:04:45,Boe-Lange,Martina,1807,40,W,11085.0,0 days 03:00:00
2012,W,Germany,0 days 03:05:09,Schucht,Irene,1853,40,W,11109.0,0 days 03:00:00
2012,W,South Africa,0 days 03:06:15,Sobrino,Karen,1966,40,W,11175.0,0 days 03:00:00
