year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2010,M,Germany,0 days 03:42:27,Hollmann,JÃÂ¼rgen,9910,70,M,13347.0,0 days 03:40:00
2010,M,Germany,0 days 03:45:32,Hempel,Dieter,10923,70,M,13532.0,0 days 03:40:00
2010,M,Germany,0 days 03:46:47,SchÃÂ¤fers,Gottfried,11361,70,M,13607.0,0 days 03:40:00
2010,M,Germany,0 days 03:49:58,Thiel,Peter,12519,70,M,13798.0,0 days 03:40:00
2010,M,Italy,0 days 03:52:23,Pipia,Giuseppe,13394,70,M,13943.0,0 days 03:50:00
2010,M,Germany,0 days 03:52:32,Kirschneck,Harald,13461,70,M,13952.0,0 days 03:50:00
2010,M,Germany,0 days 03:54:25,Nesselmann,Wolfgang,14176,70,M,14065.0,0 days 03:50:00
2010,M,Germany,0 days 03:54:30,Emrich,GÃÂ¶tz,14210,70,M,14070.0,0 days 03:50:00
2010,M,Germany,0 days 03:56:46,Mattke,Dietrich,15117,70,M,14206.0,0 days 03:50:00
2010,M,Germany,0 days 04:02:10,Moesgaard,Erling,17362,70,M,14530.0,0 days 04:00:00
