year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2001,W,Germany,0 days 04:05:25,Wind,Sieglinde,14912,65,W,14725.0,0 days 04:00:00
2001,W,Denmark,0 days 04:21:21,Soerensen,Henny,18565,65,W,15681.0,0 days 04:20:00
2001,W,Netherlands,0 days 04:31:15,Douma,Joke,20511,65,W,16275.0,0 days 04:30:00
2001,W,Germany,0 days 04:31:34,Fisgus,Ingeburg,20566,65,W,16294.0,0 days 04:30:00
2001,W,Germany,0 days 04:39:51,Lentz,Anita,21901,65,W,16791.0,0 days 04:30:00
2001,W,Italy,0 days 04:42:17,Paolucci,Giorgina,22251,65,W,16937.0,0 days 04:40:00
2001,W,Germany,0 days 04:50:57,Hagemann,Eva,23312,65,W,17457.0,0 days 04:50:00
2001,W,Germany,0 days 04:56:10,Schmideder,Renate,23826,65,W,17770.0,0 days 04:50:00
2001,W,Germany,0 days 05:00:38,Manz,Elisabeth,24256,65,W,18038.0,0 days 05:00:00
