year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2018,M,United Kingdom,0 days 02:38:52,Rackham,Nigel,292,55,M,9532.0,0 days 02:30:00
2018,M,Portugal,0 days 02:40:22,Cabral,JosÃÂ©,340,55,M,9622.0,0 days 02:40:00
2018,M,Sweden,0 days 02:45:44,Forsberg,SÃÂ¶ren,539,55,M,9944.0,0 days 02:40:00
2018,M,Canada,0 days 02:49:12,Murphy,Brian,712,55,M,10152.0,0 days 02:40:00
2018,M,Austria,0 days 02:50:20,Schwar,Harald,773,55,M,10220.0,0 days 02:50:00
2018,M,United States,0 days 02:51:59,Horne,Vic,867,55,M,10319.0,0 days 02:50:00
2018,M,Germany,0 days 02:54:11,RÃÂ¶hrs,Michael,1020,55,M,10451.0,0 days 02:50:00
2018,M,Denmark,0 days 02:54:33,Jacobsen,Henrik,1039,55,M,10473.0,0 days 02:50:00
2018,M,Italy,0 days 02:56:31,De Mori,Claudio,1212,55,M,10591.0,0 days 02:50:00
2018,M,Germany,0 days 02:57:27,Steiner,JÃÂ¼rgen,1315,55,M,10647.0,0 days 02:50:00
