year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
1999,M,Poland,0 days 02:11:53,Glinka,Waldemar,6,30,M,7913.0,0 days 02:10:00
1999,M,Kenya,0 days 02:12:23,Ndungu,Stephen,8,30,M,7943.0,0 days 02:10:00
1999,M,Japan,0 days 02:13:09,Tokunaga,Daisuke,9,30,M,7989.0,0 days 02:10:00
1999,M,Poland,0 days 02:14:55,Glogosz,Grzegorz,13,30,M,8095.0,0 days 02:10:00
1999,M,Mexico,0 days 02:16:40,Jimenez-Cancini,Sergio,17,30,M,8200.0,0 days 02:10:00
1999,M,Ecuador,0 days 02:17:06,Tenorio,Franklin,20,30,M,8226.0,0 days 02:10:00
1999,M,Poland,0 days 02:17:49,Bialk,Jan,26,30,M,8269.0,0 days 02:10:00
1999,M,United Kingdom,0 days 02:20:39,Hudspith,Mark,33,30,M,8439.0,0 days 02:20:00
1999,M,Israel,0 days 02:20:52,Dov,Kremer,35,30,M,8452.0,0 days 02:20:00
1999,M,Germany,0 days 02:22:21,KarraÃÂ,Jens,41,30,M,8541.0,0 days 02:20:00
