year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2004,W,Ethiopia,0 days 02:39:39,Ashebir,Alem,169,20,W,9579.0,0 days 02:30:00
2004,W,Germany,0 days 03:13:20,Heining,Katharina,2531,20,W,11600.0,0 days 03:10:00
2004,W,Germany,0 days 03:24:24,Hermand,Sita,4265,20,W,12264.0,0 days 03:20:00
2004,W,Germany,0 days 03:26:52,Resch,Ria,4776,20,W,12412.0,0 days 03:20:00
2004,W,Germany,0 days 03:28:54,Stawczynski,Isabelle,5311,20,W,12534.0,0 days 03:20:00
2004,W,Germany,0 days 03:45:16,Wiethoff,Sarah,9371,20,W,13516.0,0 days 03:40:00
2004,W,Germany,0 days 03:50:43,Weghmann,Vera,10925,20,W,13843.0,0 days 03:50:00
2004,W,Germany,0 days 03:56:59,GÃÂ¶hr,Jennifer,13195,20,W,14219.0,0 days 03:50:00
2004,W,Germany,0 days 03:57:05,Kaufmann,Lena,13232,20,W,14225.0,0 days 03:50:00
2004,W,Germany,0 days 04:03:03,Bolte,Christiane,15100,20,W,14583.0,0 days 04:00:00
