year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2018,M,Austria,0 days 02:38:57,Marouschek,Stefan,296,50,M,9537.0,0 days 02:30:00
2018,M,Germany,0 days 02:39:58,Schulz,Konrad,327,50,M,9598.0,0 days 02:30:00
2018,M,Russia,0 days 02:41:26,Shaposhnik,Stanislav,380,50,M,9686.0,0 days 02:40:00
2018,M,Hungary,0 days 02:42:59,Takacs,Laszlo,431,50,M,9779.0,0 days 02:40:00
2018,M,Germany,0 days 02:43:41,Kurtz,Karlheinz,454,50,M,9821.0,0 days 02:40:00
2018,M,Denmark,0 days 02:43:42,Nielsen,Anders Lade,455,50,M,9822.0,0 days 02:40:00
2018,M,Spain,0 days 02:45:02,De Torres Burgos,Ferran,508,50,M,9902.0,0 days 02:40:00
2018,M,Austria,0 days 02:45:38,Stallmann,Andreas,535,50,M,9938.0,0 days 02:40:00
2018,M,Faroe Islands,0 days 02:46:40,Weihe,Cecil,582,50,M,10000.0,0 days 02:40:00
2018,M,Switzerland,0 days 02:46:41,Christen,Isidor Paul,583,50,M,10001.0,0 days 02:40:00
