year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2012,M,Spain,0 days 02:25:51,Casado PÃÂ©rez,Luis Alberto,35,40,M,8751.0,0 days 02:20:00
2012,M,Germany,0 days 02:25:58,Borggrefe,Fabian,36,40,M,8758.0,0 days 02:20:00
2012,M,Italy,0 days 02:26:54,AchmÃÂ¼ller,Hermann,39,40,M,8814.0,0 days 02:20:00
2012,M,Denmark,0 days 02:28:23,Christensen,Frank,44,40,M,8903.0,0 days 02:20:00
2012,M,Germany,0 days 02:29:35,Merwerth,Frank,56,40,M,8975.0,0 days 02:20:00
2012,M,Australia,0 days 02:31:13,Pearson,Neil,70,40,M,9073.0,0 days 02:30:00
2012,M,Germany,0 days 02:31:29,Reissinger,Kai,72,40,M,9089.0,0 days 02:30:00
2012,M,Italy,0 days 02:31:37,Novella,Daniele,75,40,M,9097.0,0 days 02:30:00
2012,M,United Kingdom,0 days 02:31:54,Baines,Simon,77,40,M,9114.0,0 days 02:30:00
2012,M,Switzerland,0 days 02:32:01,Gehrig,Roman,79,40,M,9121.0,0 days 02:30:00
