year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2013,M,Germany,0 days 03:12:17,Singer,Josef,3032,65,M,11537.0,0 days 03:10:00
2013,M,Germany,0 days 03:13:19,Gerke,GÃÂ¼nter,3245,65,M,11599.0,0 days 03:10:00
2013,M,Canada,0 days 03:13:52,Clews,William,3349,65,M,11632.0,0 days 03:10:00
2013,M,Denmark,0 days 03:15:07,Clemmensen,Poul,3593,65,M,11707.0,0 days 03:10:00
2013,M,Germany,0 days 03:20:51,Schlief,Hansdieter,4702,65,M,12051.0,0 days 03:20:00
2013,M,France,0 days 03:20:53,Guiomar,Michel,4712,65,M,12053.0,0 days 03:20:00
2013,M,Israel,0 days 03:21:19,Oren,Daniel,4809,65,M,12079.0,0 days 03:20:00
2013,M,France,0 days 03:21:41,Soulier,GÃÂ©rard,4891,65,M,12101.0,0 days 03:20:00
2013,M,Switzerland,0 days 03:22:50,SchÃÂ¤llibaum,Ruedi,5129,65,M,12170.0,0 days 03:20:00
2013,M,Norway,0 days 03:23:56,Pedersen,Gunnar Lauritz,5392,65,M,12236.0,0 days 03:20:00
