year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2019,M,Ethiopia,0 days 02:02:48,Legese,Birhanu,2,25,M,7368.0,0 days 02:00:00
2019,M,Ethiopia,0 days 02:03:36,Lemma,Sisay,3,25,M,7416.0,0 days 02:00:00
2019,M,Kenya,0 days 02:08:35,Yegon,Bethwel,8,25,M,7715.0,0 days 02:00:00
2019,M,Japan,0 days 02:08:56,Murayama,Kenta,9,25,M,7736.0,0 days 02:00:00
2019,M,Kenya,0 days 02:09:39,Kipchumba,Abel,10,25,M,7779.0,0 days 02:00:00
2019,M,Japan,0 days 02:10:26,Yasui,Yuichi,11,25,M,7826.0,0 days 02:10:00
2019,M,Turkey,0 days 02:12:41,Arslan,Ercan,17,25,M,7961.0,0 days 02:10:00
2019,M,Ethiopia,0 days 02:13:19,Gelaw,Getaye Fisseha,18,25,M,7999.0,0 days 02:10:00
2019,M,Netherlands,0 days 02:13:38,De Vries,Edwin,20,25,M,8018.0,0 days 02:10:00
2019,M,Israel,0 days 02:13:53,Getahun,Yimer,24,25,M,8033.0,0 days 02:10:00
