year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2013,M,Kenya,0 days 02:03:23,Kipsang,Wilson,1,30,M,7403.0,0 days 02:00:00
2013,M,Kenya,0 days 02:07:44,Chemlany,Stephen Kwelio,4,30,M,7664.0,0 days 02:00:00
2013,M,Japan,0 days 02:10:24,Ishikawa,Suehiro,7,30,M,7824.0,0 days 02:10:00
2013,M,Ethiopia,0 days 02:12:17,Jisa,Sisay,10,30,M,7937.0,0 days 02:10:00
2013,M,Kenya,0 days 02:12:40,Keiyo,Josphat,12,30,M,7960.0,0 days 02:10:00
2013,M,Germany,0 days 02:13:05,PollmÃÂ¤cher,Andre,14,30,M,7985.0,0 days 02:10:00
2013,M,Italy,0 days 02:14:28,Pellecchia,Liberato,17,30,M,8068.0,0 days 02:10:00
2013,M,Ukraine,0 days 02:15:39,Rybak,Vitaly,19,30,M,8139.0,0 days 02:10:00
2013,M,Spain,0 days 02:17:19,Gamonal,Miguel,20,30,M,8239.0,0 days 02:10:00
2013,M,Denmark,0 days 02:17:38,Budolfsen,Lars,21,30,M,8258.0,0 days 02:10:00
