year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2011,M,Germany,0 days 02:52:54,Wahl,Martin,590,60,M,10374.0,0 days 02:50:00
2011,M,Russia,0 days 02:53:28,Vladimir,Yushkov,620,60,M,10408.0,0 days 02:50:00
2011,M,France,0 days 02:59:03,Vilcocq,Gerald,1093,60,M,10743.0,0 days 02:50:00
2011,M,Germany,0 days 02:59:21,Jackisch,Wilfried,1131,60,M,10761.0,0 days 02:50:00
2011,M,Spain,0 days 03:01:39,Meaza,Jose Manuel,1312,60,M,10899.0,0 days 03:00:00
2011,M,United Kingdom,0 days 03:05:46,Zielinski,Jeremy,1660,60,M,11146.0,0 days 03:00:00
2011,M,United States,0 days 03:07:20,Slonaker,Mick,1838,60,M,11240.0,0 days 03:00:00
2011,M,Germany,0 days 03:09:43,Dietrich,Eckhardt,2109,60,M,11383.0,0 days 03:00:00
2011,M,Switzerland,0 days 03:12:08,Glesti,Rudolf,2397,60,M,11528.0,0 days 03:10:00
2011,M,Germany,0 days 03:13:21,Menke,Jochen,2582,60,M,11601.0,0 days 03:10:00
