year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2005,W,Germany,0 days 04:13:08,Heutschel,Margot,16658,65,W,15188.0,0 days 04:10:00
2005,W,Japan,0 days 04:18:12,Takei,Kumiko,18101,65,W,15492.0,0 days 04:10:00
2005,W,Germany,0 days 04:28:15,Schilff,Karin,20647,65,W,16095.0,0 days 04:20:00
2005,W,Germany,0 days 04:30:51,Multhoff,Ilse,21262,65,W,16251.0,0 days 04:30:00
2005,W,Germany,0 days 04:31:14,Varrelmann,Gisela,21352,65,W,16274.0,0 days 04:30:00
2005,W,Sweden,0 days 04:31:42,Martensson,Gunilla,21463,65,W,16302.0,0 days 04:30:00
2005,W,Germany,0 days 04:33:45,KÃÂ¼pper,Hannelore,21927,65,W,16425.0,0 days 04:30:00
2005,W,Italy,0 days 04:35:58,Mauri,Chiara,22437,65,W,16558.0,0 days 04:30:00
2005,W,Germany,0 days 04:45:49,Meyer-Schall,Ingrid,24378,65,W,17149.0,0 days 04:40:00
2005,W,Germany,0 days 04:47:15,Kulaszewski,Anita,24646,65,W,17235.0,0 days 04:40:00
