year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2006,M,Portugal,0 days 03:36:48,Antunes,Antonio,5453,70,M,13008.0,0 days 03:30:00
2006,M,Germany,0 days 03:44:43,Urlaub,Harald,7229,70,M,13483.0,0 days 03:40:00
2006,M,Poland,0 days 03:48:39,Grochocki,Wojciech,8239,70,M,13719.0,0 days 03:40:00
2006,M,Germany,0 days 03:58:16,Haas,Wolfgang,11044,70,M,14296.0,0 days 03:50:00
2006,M,Germany,0 days 03:59:04,Jung,Helmut,11340,70,M,14344.0,0 days 03:50:00
2006,M,Norway,0 days 04:00:52,Gundersen,Per Arne,11864,70,M,14452.0,0 days 04:00:00
2006,M,Germany,0 days 04:04:40,Decloux,Manfred,12762,70,M,14680.0,0 days 04:00:00
2006,M,Germany,0 days 04:06:08,Kabatnik,Hans,13106,70,M,14768.0,0 days 04:00:00
2006,M,Germany,0 days 04:07:18,Sowinski,Heinz,13419,70,M,14838.0,0 days 04:00:00
2006,M,Netherlands,0 days 04:08:43,Schmitz,Guus,13826,70,M,14923.0,0 days 04:00:00
