year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2012,W,Norway,0 days 03:37:46,Nystad,Vera,8803,65,W,13066.0,0 days 03:30:00
2012,W,Germany,0 days 03:47:48,Schleusner,Marlene,11878,65,W,13668.0,0 days 03:40:00
2012,W,Germany,0 days 04:02:39,Pithan,Ulrike,17615,65,W,14559.0,0 days 04:00:00
2012,W,Germany,0 days 04:04:18,Tobias,Ute,18080,65,W,14658.0,0 days 04:00:00
2012,W,Finland,0 days 04:04:24,Karjalainen,Kirsti,18113,65,W,14664.0,0 days 04:00:00
2012,W,United Kingdom,0 days 04:04:58,Little,Gina,18276,65,W,14698.0,0 days 04:00:00
2012,W,Netherlands,0 days 04:10:40,Van Buijtenen-Ronteltap,Elly,19864,65,W,15040.0,0 days 04:10:00
2012,W,Denmark,0 days 04:15:38,Hjannung,Susanne,21297,65,W,15338.0,0 days 04:10:00
2012,W,Germany,0 days 04:15:57,KrÃÂ¼gel,Ingrid,21392,65,W,15357.0,0 days 04:10:00
2012,W,United Kingdom,0 days 04:17:43,Willbond,Andrea Frances,21913,65,W,15463.0,0 days 04:10:00
