year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2011,W,Germany,0 days 02:22:18,Mikitenko,Irina,38,35,W,8538.0,0 days 02:20:00
2011,W,United Kingdom,0 days 02:23:46,Radcliffe,Paula,43,35,W,8626.0,0 days 02:20:00
2011,W,Italy,0 days 02:26:33,Straneo,Valeria,62,35,W,8793.0,0 days 02:20:00
2011,W,Netherlands,0 days 02:29:23,Boonstra,Miranda,76,35,W,8963.0,0 days 02:20:00
2011,W,Finland,0 days 02:35:54,Puotiniemi,Leena,124,35,W,9354.0,0 days 02:30:00
2011,W,Italy,0 days 02:36:00,Bertone,Catherine,125,35,W,9360.0,0 days 02:30:00
2011,W,Spain,0 days 02:42:53,Molina,Beatrice,231,35,W,9773.0,0 days 02:40:00
2011,W,Denmark,0 days 02:43:23,Hansen,Anne-Sofie Pade,240,35,W,9803.0,0 days 02:40:00
2011,W,Germany,0 days 02:58:41,Volkert,Heike,1048,35,W,10721.0,0 days 02:50:00
2011,W,Denmark,0 days 02:58:59,Skaunsgaard,Charlotte,1089,35,W,10739.0,0 days 02:50:00
