year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2023,M,Switzerland,0 days 02:05:10,Abraham,Tadesse,11,40,M,7510.0,0 days 02:00:00
2023,M,Luxembourg,0 days 02:19:20,Kinde,Yonas,65,40,M,8360.0,0 days 02:10:00
2023,M,Brazil,0 days 02:19:33,Morone,Miguel,68,40,M,8373.0,0 days 02:10:00
2023,M,Germany,0 days 02:21:02,GrÃÂ¶bl,Tobias,77,40,M,8462.0,0 days 02:20:00
2023,M,Hong Kong,0 days 02:23:27,Cheung,Yiu Leung,99,40,M,8607.0,0 days 02:20:00
2023,M,Republic of Ireland,0 days 02:23:49,Murphy,Robert,108,40,M,8629.0,0 days 02:20:00
2023,M,United Kingdom,0 days 02:24:06,Wallace,Alexander,112,40,M,8646.0,0 days 02:20:00
2023,M,United Kingdom,0 days 02:24:11,Thompson,Chris,114,40,M,8651.0,0 days 02:20:00
2023,M,Germany,0 days 02:25:13,Nitsche,Sebastian,124,40,M,8713.0,0 days 02:20:00
2023,M,Austria,0 days 02:25:19,Mistelbauer,Martin,125,40,M,8719.0,0 days 02:20:00
