year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2021,M,Italy,0 days 02:33:29,AchmÃÂ¼ller,Hermann,111,50,M,9209.0,0 days 02:30:00
2021,M,Iceland,0 days 02:34:36,Gudmundsson,Stefan,129,50,M,9276.0,0 days 02:30:00
2021,M,Netherlands,0 days 02:34:54,Jongh,Robert,140,50,M,9294.0,0 days 02:30:00
2021,M,Netherlands,0 days 02:36:07,Bruinsma,Peter,160,50,M,9367.0,0 days 02:30:00
2021,M,Republic of Ireland,0 days 02:37:12,Foley,Vivian,182,50,M,9432.0,0 days 02:30:00
2021,M,United Kingdom,0 days 02:38:39,Williams,David,214,50,M,9519.0,0 days 02:30:00
2021,M,Germany,0 days 02:42:27,Mey,Markus,315,50,M,9747.0,0 days 02:40:00
2021,M,Switzerland,0 days 02:44:44,Wheeler,Cecil,381,50,M,9884.0,0 days 02:40:00
2021,M,Portugal,0 days 02:46:15,Cupido,Rui,431,50,M,9975.0,0 days 02:40:00
2021,M,United States,0 days 02:46:20,Scanlan,James,436,50,M,9980.0,0 days 02:40:00
