year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2021,W,Republic of Ireland,0 days 02:59:36,De BÃÂºrca,Neasa,1177,45,W,10776.0,0 days 02:50:00
2021,W,Greece,0 days 03:00:27,Trouli,Marianna,1245,45,W,10827.0,0 days 03:00:00
2021,W,Portugal,0 days 03:00:36,Mendes,Alice,1256,45,W,10836.0,0 days 03:00:00
2021,W,Norway,0 days 03:01:22,Walhovd,Kristine Beate,1288,45,W,10882.0,0 days 03:00:00
2021,W,United States,0 days 03:02:20,Hershey-Beatty,Juliet,1358,45,W,10940.0,0 days 03:00:00
2021,W,Finland,0 days 03:04:52,Davidila,Johanna,1509,45,W,11092.0,0 days 03:00:00
2021,W,United States,0 days 03:05:49,Westinghouse,Tasha,1570,45,W,11149.0,0 days 03:00:00
2021,W,Belgium,0 days 03:06:53,Pollet,Joke,1641,45,W,11213.0,0 days 03:00:00
2021,W,Israel,0 days 03:08:49,Prais,Anna,1793,45,W,11329.0,0 days 03:00:00
2021,W,Germany,0 days 03:10:02,Schwerin,Anja,1887,45,W,11402.0,0 days 03:10:00
