year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2014,W,Germany,0 days 02:56:27,Schucht,Irene,834,45,W,10587.0,0 days 02:50:00
2014,W,Australia,0 days 02:57:28,Maguire,Elizabeth,932,45,W,10648.0,0 days 02:50:00
2014,W,Slovenia,0 days 02:58:52,Javornik,Helena,1100,45,W,10732.0,0 days 02:50:00
2014,W,Italy,0 days 03:03:44,Fiacconi,Franca,1531,45,W,11024.0,0 days 03:00:00
2014,W,Finland,0 days 03:03:57,HyyppÃÂ¤,Mari,1544,45,W,11037.0,0 days 03:00:00
2014,W,Switzerland,0 days 03:04:06,BÃÂ¼hlmann Umbricht,Tanja,1556,45,W,11046.0,0 days 03:00:00
2014,W,Germany,0 days 03:04:32,Fauser,Birgit,1592,45,W,11072.0,0 days 03:00:00
2014,W,New Zealand,0 days 03:05:55,Anderson,Sally,1726,45,W,11155.0,0 days 03:00:00
2014,W,Germany,0 days 03:07:09,Mordas,Claudia,1851,45,W,11229.0,0 days 03:00:00
2014,W,Finland,0 days 03:08:41,Ross,Pia,2026,45,W,11321.0,0 days 03:00:00
