year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2016,M,Kenya,0 days 02:10:24,Kiptoo,Mark,11,40,M,7824.0,0 days 02:10:00
2016,M,France,0 days 02:13:57,Habarurema,Jean,15,40,M,8037.0,0 days 02:10:00
2016,M,Eritrea,0 days 02:20:21,Solomon,Tesfamariam,32,40,M,8421.0,0 days 02:20:00
2016,M,Germany,0 days 02:26:28,Borggrefe,Fabian,59,40,M,8788.0,0 days 02:20:00
2016,M,United States,0 days 02:28:19,Wardian,Michael,71,40,M,8899.0,0 days 02:20:00
2016,M,France,0 days 02:29:32,Renou,Ludovic,86,40,M,8972.0,0 days 02:20:00
2016,M,France,0 days 02:29:32,Nardi Colome,Franck,88,40,M,8972.0,0 days 02:20:00
2016,M,Norway,0 days 02:29:33,Risa,Svein Ove,89,40,M,8973.0,0 days 02:20:00
2016,M,Norway,0 days 02:30:55,Heggheim,Ole Kristian,98,40,M,9055.0,0 days 02:30:00
2016,M,Spain,0 days 02:31:25,Blanco,Jose Antonio,107,40,M,9085.0,0 days 02:30:00
