year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2011,M,Poland,0 days 02:37:45,Pieczurowski,Slawomir,151,50,M,9465.0,0 days 02:30:00
2011,M,Austria,0 days 02:39:18,Radlmayr,Alois,175,50,M,9558.0,0 days 02:30:00
2011,M,Finland,0 days 02:42:12,Toivari,Timo,213,50,M,9732.0,0 days 02:40:00
2011,M,Spain,0 days 02:42:18,Calero Huertas,Francisco,215,50,M,9738.0,0 days 02:40:00
2011,M,Germany,0 days 02:44:15,Wollny,Hans-Peter,258,50,M,9855.0,0 days 02:40:00
2011,M,Germany,0 days 02:44:16,Lendner,Johann,259,50,M,9856.0,0 days 02:40:00
2011,M,Germany,0 days 02:47:37,Raabe,Sebastian,370,50,M,10057.0,0 days 02:40:00
2011,M,Germany,0 days 02:47:42,Willems,Winfried,375,50,M,10062.0,0 days 02:40:00
2011,M,Germany,0 days 02:47:46,Naegele,Andreas,378,50,M,10066.0,0 days 02:40:00
2011,M,Germany,0 days 02:48:10,RÃÂ¼hlemann,Wolfgang,394,50,M,10090.0,0 days 02:40:00
