year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2005,W,Denmark,0 days 02:49:46,Madsen,Nina Weiss,441,40,W,10186.0,0 days 02:40:00
2005,W,United Kingdom,0 days 02:50:24,Ellis,Melanie,463,40,W,10224.0,0 days 02:50:00
2005,W,Denmark,0 days 02:51:06,Rekling,Lotte,485,40,W,10266.0,0 days 02:50:00
2005,W,Austria,0 days 02:53:19,Schiefer,Heidemarie,581,40,W,10399.0,0 days 02:50:00
2005,W,Germany,0 days 02:58:57,GÃÂ¶rtzen,Beate,959,40,W,10737.0,0 days 02:50:00
2005,W,United Kingdom,0 days 03:00:44,Johnson,Treena,1092,40,W,10844.0,0 days 03:00:00
2005,W,United Kingdom,0 days 03:01:18,Hawkins,Sharon,1120,40,W,10878.0,0 days 03:00:00
2005,W,Italy,0 days 03:01:52,Riva,Elena,1152,40,W,10912.0,0 days 03:00:00
2005,W,Denmark,0 days 03:06:11,JÃÂ¸rgensen,Karin,1478,40,W,11171.0,0 days 03:00:00
2005,W,Denmark,0 days 03:06:49,Lohmann,Henrik,1532,40,W,11209.0,0 days 03:00:00
