year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2012,W,Germany,0 days 03:49:34,Michel,Laura,12470,20,W,13774.0,0 days 03:40:00
2012,W,Denmark,0 days 03:55:55,Lilleore,Helene,14783,20,W,14155.0,0 days 03:50:00
2012,W,Germany,0 days 04:00:47,Eisele,Naike,17038,20,W,14447.0,0 days 04:00:00
2012,W,Denmark,0 days 04:00:58,Gissel Sparrebro,Olivia,17094,20,W,14458.0,0 days 04:00:00
2012,W,Denmark,0 days 04:06:00,Nyholm,Mai,18549,20,W,14760.0,0 days 04:00:00
2012,W,Germany,0 days 04:10:25,GÃÂ¼nther,Maria,19798,20,W,15025.0,0 days 04:10:00
2012,W,Sweden,0 days 04:15:23,Landin,Louise,21230,20,W,15323.0,0 days 04:10:00
2012,W,Belgium,0 days 04:20:21,Zaruk,Carol,22648,20,W,15621.0,0 days 04:20:00
2012,W,Germany,0 days 04:23:23,Lagemann,Rahel,23473,20,W,15803.0,0 days 04:20:00
2012,W,Germany,0 days 04:23:49,Honsel,Julia,23611,20,W,15829.0,0 days 04:20:00
