year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2014,W,United States,0 days 04:16:26,Rigney,Hansi,17989,70,W,15386.0,0 days 04:10:00
2014,W,Germany,0 days 04:24:22,Schlager,Ruth,19634,70,W,15862.0,0 days 04:20:00
2014,W,Germany,0 days 04:27:53,Brandenburg,Helga,20364,70,W,16073.0,0 days 04:20:00
2014,W,Denmark,0 days 04:28:37,Petersen,Agnethe,20532,70,W,16117.0,0 days 04:20:00
2014,W,United Kingdom,0 days 04:43:27,Costalas,Liz,23161,70,W,17007.0,0 days 04:40:00
2014,W,United Kingdom,0 days 04:54:12,Mcghee,Angela,24690,70,W,17652.0,0 days 04:50:00
2014,W,United States,0 days 05:17:45,Swope,Carole,26850,70,W,19065.0,0 days 05:10:00
2014,W,Germany,0 days 05:22:41,Henrich-Zitzmann,Karin,27158,70,W,19361.0,0 days 05:20:00
2014,W,Germany,0 days 05:22:58,Vollbehr,Hildegard,27175,70,W,19378.0,0 days 05:20:00
2014,W,United Kingdom,0 days 05:37:25,Gibson,Patricia,27922,70,W,20245.0,0 days 05:30:00
