year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2021,M,Austria,0 days 02:52:03,Schwar,Harald,665,60,M,10323.0,0 days 02:50:00
2021,M,Norway,0 days 02:54:22,Blikra,Lars Harald,784,60,M,10462.0,0 days 02:50:00
2021,M,Norway,0 days 02:54:29,Engebretsen,Andreas Beck,791,60,M,10469.0,0 days 02:50:00
2021,M,Denmark,0 days 02:56:47,Rosendal,Peter,928,60,M,10607.0,0 days 02:50:00
2021,M,Denmark,0 days 03:02:15,Antvorskov,Bo,1354,60,M,10935.0,0 days 03:00:00
2021,M,Poland,0 days 03:04:38,Pawlowski,Tadeusz,1495,60,M,11078.0,0 days 03:00:00
2021,M,United Kingdom,0 days 03:04:57,James,Ian,1516,60,M,11097.0,0 days 03:00:00
2021,M,Spain,0 days 03:07:37,Chico Castello,Antonio,1694,60,M,11257.0,0 days 03:00:00
2021,M,Germany,0 days 03:09:38,Zimmermann,JÃÂ¶rg,1862,60,M,11378.0,0 days 03:00:00
2021,M,Norway,0 days 03:13:05,Helsing,Asle,2138,60,M,11585.0,0 days 03:10:00
