year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2004,M,Kenya,0 days 02:06:44,Limo,Felix,1,25,M,7604.0,0 days 02:00:00
2004,M,Kenya,0 days 02:08:53,Onsare,Wilson,4,25,M,7733.0,0 days 02:00:00
2004,M,Japan,0 days 02:09:32,Watanabe,Shinichi,6,25,M,7772.0,0 days 02:00:00
2004,M,Ethiopia,0 days 02:09:47,Melese,Gashaw,8,25,M,7787.0,0 days 02:00:00
2004,M,Kenya,0 days 02:11:26,Macharia,Isaac,9,25,M,7886.0,0 days 02:10:00
2004,M,Kenya,0 days 02:11:52,Kipyego,Ernest,10,25,M,7912.0,0 days 02:10:00
2004,M,Kenya,0 days 02:12:08,Wangai,Simon,11,25,M,7928.0,0 days 02:10:00
2004,M,Kenya,0 days 02:12:42,Kiprop,Fred,13,25,M,7962.0,0 days 02:10:00
2004,M,Zimbabwe,0 days 02:12:53,Ngaseke,Michael,15,25,M,7973.0,0 days 02:10:00
2004,M,Japan,0 days 02:13:39,Tokunaga,Takashi,16,25,M,8019.0,0 days 02:10:00
