year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2011,M,Spain,0 days 03:38:40,Rosales Touza,Manuel,7879,75,M,13120.0,0 days 03:30:00
2011,M,Poland,0 days 03:50:50,Grochocki,Wojciech,11386,75,M,13850.0,0 days 03:50:00
2011,M,Italy,0 days 04:03:07,Fabiani,Riccardo Dario,15831,75,M,14587.0,0 days 04:00:00
2011,M,Germany,0 days 04:16:33,Urlaub,Harald,19601,75,M,15393.0,0 days 04:10:00
2011,M,Germany,0 days 04:17:32,Jacobi,Werner,19856,75,M,15452.0,0 days 04:10:00
2011,M,Germany,0 days 04:21:59,Franke,Dieter,21068,75,M,15719.0,0 days 04:20:00
2011,M,Germany,0 days 04:24:15,Wehrstedt,Ernst,21632,75,M,15855.0,0 days 04:20:00
2011,M,Germany,0 days 04:35:05,Kabatnik,Hans,24307,75,M,16505.0,0 days 04:30:00
2011,M,Germany,0 days 04:44:59,Herden,Wolfgang,26340,75,M,17099.0,0 days 04:40:00
2011,M,Germany,0 days 04:46:27,GrÃÂ¼tzmacher,Peter,26611,75,M,17187.0,0 days 04:40:00
