year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2014,W,France,0 days 02:52:57,Calvo,Jessica,608,40,W,10377.0,0 days 02:50:00
2014,W,Denmark,0 days 02:53:15,Christensen,Marie GrÃÂ¸nnegaard,626,40,W,10395.0,0 days 02:50:00
2014,W,Switzerland,0 days 02:54:31,Ittig,Claudia,712,40,W,10471.0,0 days 02:50:00
2014,W,France,0 days 02:54:41,Guillou,GwenaÃÂ«lle,719,40,W,10481.0,0 days 02:50:00
2014,W,Sweden,0 days 02:57:15,Salaneck,Anna,905,40,W,10635.0,0 days 02:50:00
2014,W,Italy,0 days 02:57:25,Banchetti,Lorenza,930,40,W,10645.0,0 days 02:50:00
2014,W,Switzerland,0 days 02:58:26,Blanke,Claudia,1029,40,W,10706.0,0 days 02:50:00
2014,W,Republic of Ireland,0 days 02:58:35,Curley,Anne,1053,40,W,10715.0,0 days 02:50:00
2014,W,Finland,0 days 03:03:37,Davidila,Johanna,1521,40,W,11017.0,0 days 03:00:00
2014,W,Germany,0 days 03:04:45,BroksÃÂ¸,Tine,1613,40,W,11085.0,0 days 03:00:00
