year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2023,W,United Kingdom,0 days 02:57:31,Helowicz,Anna,2606,50,W,10651.0,0 days 02:50:00
2023,W,Italy,0 days 02:57:41,Banchetti,Lorenza,2639,50,W,10661.0,0 days 02:50:00
2023,W,United Kingdom,0 days 02:59:49,Streams,Katherine,3155,50,W,10789.0,0 days 02:50:00
2023,W,United States,0 days 02:59:56,Lemberger,Sharon,3189,50,W,10796.0,0 days 02:50:00
2023,W,Portugal,0 days 03:01:09,Mendes,Alice,3359,50,W,10869.0,0 days 03:00:00
2023,W,Norway,0 days 03:03:10,Skari,Hege,3595,50,W,10990.0,0 days 03:00:00
2023,W,United Kingdom,0 days 03:03:22,Sung,Kerstin,3619,50,W,11002.0,0 days 03:00:00
2023,W,Norway,0 days 03:03:22,Ragnvaldsen,Monica,3621,50,W,11002.0,0 days 03:00:00
2023,W,Canada,0 days 03:03:29,Rogut,Agnieszka,3640,50,W,11009.0,0 days 03:00:00
2023,W,Japan,0 days 03:04:22,NAKAMURA,MIKA,3751,50,W,11062.0,0 days 03:00:00
