year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2011,W,Norway,0 days 02:59:44,Ytterstad,Nina Wavik,1176,45,W,10784.0,0 days 02:50:00
2011,W,Denmark,0 days 03:02:55,Binderup Jacobsen,Ulla,1419,45,W,10975.0,0 days 03:00:00
2011,W,Germany,0 days 03:02:56,Parsiegla,Karsta,1421,45,W,10976.0,0 days 03:00:00
2011,W,Denmark,0 days 03:03:46,Enhard,Susanne,1480,45,W,11026.0,0 days 03:00:00
2011,W,Netherlands,0 days 03:06:34,van Onna,Wilma,1747,45,W,11194.0,0 days 03:00:00
2011,W,Italy,0 days 03:11:31,Castelli,Simonetta,2320,45,W,11491.0,0 days 03:10:00
2011,W,Germany,0 days 03:12:52,Hausner,Pamela,2503,45,W,11572.0,0 days 03:10:00
2011,W,Venezuela,0 days 03:12:55,Simoes,Fernanda,2514,45,W,11575.0,0 days 03:10:00
2011,W,Germany,0 days 03:13:25,Naundorf,Sabine,2591,45,W,11605.0,0 days 03:10:00
2011,W,Denmark,0 days 03:14:21,Nonbo,Gitte,2747,45,W,11661.0,0 days 03:10:00
