year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2019,M,Ethiopia,0 days 02:01:41,Bekele,Kenenisa,1,35,M,7301.0,0 days 02:00:00
2019,M,Italy,0 days 02:11:08,El Faathaoui,Yassine,13,35,M,7868.0,0 days 02:10:00
2019,M,United States,0 days 02:13:22,Lagat,Haron,19,35,M,8002.0,0 days 02:10:00
2019,M,Republic of Ireland,0 days 02:13:39,Seaward,Kevin,21,35,M,8019.0,0 days 02:10:00
2019,M,Belgium,0 days 02:14:39,van Peborgh,Nick,33,35,M,8079.0,0 days 02:10:00
2019,M,United Kingdom,0 days 02:14:40,Overall,Scott,34,35,M,8080.0,0 days 02:10:00
2019,M,Lithuania,0 days 02:15:53,Brasevicius,Ignas,46,35,M,8153.0,0 days 02:10:00
2019,M,Taiwan,0 days 02:17:05,Chang,Chiache,54,35,M,8225.0,0 days 02:10:00
2019,M,South Korea,0 days 02:17:49,Kim,Youngjin,58,35,M,8269.0,0 days 02:10:00
2019,M,United States,0 days 02:18:27,Mora,Jameson,61,35,M,8307.0,0 days 02:10:00
