year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2009,W,South Korea,0 days 03:35:49,Kim,Soon Ok,6835,60,W,12949.0,0 days 03:30:00
2009,W,Japan,0 days 03:49:25,Okura,Setsuko,10593,60,W,13765.0,0 days 03:40:00
2009,W,Germany,0 days 03:50:31,Stolz,Christina,10910,60,W,13831.0,0 days 03:50:00
2009,W,Denmark,0 days 03:52:53,Nielsen,Ester Kathrine,11661,60,W,13973.0,0 days 03:50:00
2009,W,Germany,0 days 03:57:36,Ludwicki,Christel,13475,60,W,14256.0,0 days 03:50:00
2009,W,Netherlands,0 days 04:01:59,Raap,Els,15059,60,W,14519.0,0 days 04:00:00
2009,W,Denmark,0 days 04:04:28,Steiness,Lise,15772,60,W,14668.0,0 days 04:00:00
2009,W,France,0 days 04:05:43,Godard,Jacqueline,16136,60,W,14743.0,0 days 04:00:00
2009,W,Switzerland,0 days 04:06:10,Kaempf,Eliane,16277,60,W,14770.0,0 days 04:00:00
2009,W,Denmark,0 days 04:06:17,TÃÂ¸nnesen,Else,16313,60,W,14777.0,0 days 04:00:00
