year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2005,W,Denmark,0 days 03:22:46,Just,Hanne,3518,55,W,12166.0,0 days 03:20:00
2005,W,United States,0 days 03:26:41,Smith,Louis,4173,55,W,12401.0,0 days 03:20:00
2005,W,Germany,0 days 03:36:32,Hutsch,Marianne,6314,55,W,12992.0,0 days 03:30:00
2005,W,Germany,0 days 03:37:06,Mann,Irmgard,6454,55,W,13026.0,0 days 03:30:00
2005,W,Finland,0 days 03:38:01,Kronqvist,Gerd,6705,55,W,13081.0,0 days 03:30:00
2005,W,Germany,0 days 03:38:30,GÃÂ¶thel,Gisela,6816,55,W,13110.0,0 days 03:30:00
2005,W,Germany,0 days 03:39:39,Wright,Barbara,7091,55,W,13179.0,0 days 03:30:00
2005,W,France,0 days 03:39:41,Salmon,Agnes,7096,55,W,13181.0,0 days 03:30:00
2005,W,Germany,0 days 03:41:18,Hannelore,Metz,7489,55,W,13278.0,0 days 03:40:00
2005,W,Denmark,0 days 03:42:08,Thomsen,Jonna Juul,7702,55,W,13328.0,0 days 03:40:00
