year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2006,W,Denmark,0 days 03:02:37,Hansen,Vibeke,959,50,W,10957.0,0 days 03:00:00
2006,W,Germany,0 days 03:06:48,Dilger,Inge,1239,50,W,11208.0,0 days 03:00:00
2006,W,Finland,0 days 03:11:26,Asp,Mirva,1607,50,W,11486.0,0 days 03:10:00
2006,W,Germany,0 days 03:14:40,von Knobloch,Ursula,1941,50,W,11680.0,0 days 03:10:00
2006,W,Germany,0 days 03:16:38,HÃÂ¼gle,Rosina,2165,50,W,11798.0,0 days 03:10:00
2006,W,Norway,0 days 03:20:32,Kvalheim,Henny,2602,50,W,12032.0,0 days 03:20:00
2006,W,France,0 days 03:20:38,Lemaire,Pierre,2616,50,W,12038.0,0 days 03:20:00
2006,W,Switzerland,0 days 03:26:25,Blaser,Maya,3442,50,W,12385.0,0 days 03:20:00
2006,W,Netherlands,0 days 03:27:34,Ketelaars,Ann,3660,50,W,12454.0,0 days 03:20:00
2006,W,Germany,0 days 03:27:49,Rennung,BÃÂ¤rbel,3707,50,W,12469.0,0 days 03:20:00
