year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2006,M,Austria,0 days 02:27:43,Heit,Manfred,26,40,M,8863.0,0 days 02:20:00
2006,M,Spain,0 days 02:29:10,Colomo,Javier,31,40,M,8950.0,0 days 02:20:00
2006,M,Russia,0 days 02:34:32,German,Shenja,52,40,M,9272.0,0 days 02:30:00
2006,M,United Kingdom,0 days 02:35:13,Thomas,Gareth,59,40,M,9313.0,0 days 02:30:00
2006,M,Germany,0 days 02:35:21,JÃÂ¤kel,Robert,61,40,M,9321.0,0 days 02:30:00
2006,M,Austria,0 days 02:35:48,Hanreich,Andreas,72,40,M,9348.0,0 days 02:30:00
2006,M,Denmark,0 days 02:36:11,Rasmussen,JÃÂ¸rgen Thor,78,40,M,9371.0,0 days 02:30:00
2006,M,Switzerland,0 days 02:36:14,Merkt,JÃÂ¼rg,79,40,M,9374.0,0 days 02:30:00
2006,M,Republic of Ireland,0 days 02:36:54,Dalton,Tony,85,40,M,9414.0,0 days 02:30:00
2006,M,Germany,0 days 02:37:49,MÃÂ¼ller,Werner,94,40,M,9469.0,0 days 02:30:00
