year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2008,W,United Kingdom,0 days 03:15:38,Furbank,Anne,3400,60,W,11738.0,0 days 03:10:00
2008,W,Poland,0 days 03:23:06,Mikolajczyk,Marta,4829,60,W,12186.0,0 days 03:20:00
2008,W,Germany,0 days 03:24:18,Di Grande,Concetta,5103,60,W,12258.0,0 days 03:20:00
2008,W,United Kingdom,0 days 03:25:57,Davies,Jane,5472,60,W,12357.0,0 days 03:20:00
2008,W,Norway,0 days 03:27:08,Nystad,Vera,5753,60,W,12428.0,0 days 03:20:00
2008,W,Denmark,0 days 03:39:43,Christensen,Doris,9346,60,W,13183.0,0 days 03:30:00
2008,W,Finland,0 days 03:40:26,Karjalainen,Kirsti,9579,60,W,13226.0,0 days 03:40:00
2008,W,Japan,0 days 03:45:58,Tanaka,Chieko,11329,60,W,13558.0,0 days 03:40:00
2008,W,Germany,0 days 03:46:03,Spiegel,Marianne,11360,60,W,13563.0,0 days 03:40:00
2008,W,Germany,0 days 03:47:59,Thomsen,Jonna Juul,12029,60,W,13679.0,0 days 03:40:00
