year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2010,W,Germany,0 days 02:58:51,Danne,Andrea,1149,45,W,10731.0,0 days 02:50:00
2010,W,Italy,0 days 02:59:00,Giurissa,Lorena,1175,45,W,10740.0,0 days 02:50:00
2010,W,Germany,0 days 03:03:35,Parsiegla,Karsta,1615,45,W,11015.0,0 days 03:00:00
2010,W,Denmark,0 days 03:03:51,Enhard,Susanne,1638,45,W,11031.0,0 days 03:00:00
2010,W,Germany,0 days 03:04:05,Duchstein,Gaby,1661,45,W,11045.0,0 days 03:00:00
2010,W,Belgium,0 days 03:04:34,PREVEL,Pascale,1705,45,W,11074.0,0 days 03:00:00
2010,W,Switzerland,0 days 03:04:57,Gavin-schneider,Ruth,1741,45,W,11097.0,0 days 03:00:00
2010,W,United Kingdom,0 days 03:05:48,Harvey,Suzi,1839,45,W,11148.0,0 days 03:00:00
2010,W,Netherlands,0 days 03:05:57,van Onna,Wilma,1855,45,W,11157.0,0 days 03:00:00
2010,W,Italy,0 days 03:08:00,Bighelli,Mariella,2050,45,W,11280.0,0 days 03:00:00
