year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
1999,W,Kenya,0 days 02:20:43,Loroupe,Tegla,34,25,W,8443.0,0 days 02:20:00
1999,W,Russia,0 days 02:27:08,Zakharova,Svetlana,58,25,W,8828.0,0 days 02:20:00
1999,W,Japan,0 days 02:30:42,Terasaki,Shiki,73,25,W,9042.0,0 days 02:30:00
1999,W,Turkey,0 days 02:31:43,Aktas,Serap,80,25,W,9103.0,0 days 02:30:00
1999,W,Kenya,0 days 02:32:46,Chepkieny,Milkah,93,25,W,9166.0,0 days 02:30:00
1999,W,Italy,0 days 02:33:33,Viola,Simona,100,25,W,9213.0,0 days 02:30:00
1999,W,Japan,0 days 02:37:12,Mitsukawa,Ai,136,25,W,9432.0,0 days 02:30:00
1999,W,Sweden,0 days 02:47:03,Lindh,Anna,333,25,W,10023.0,0 days 02:40:00
1999,W,Germany,0 days 02:53:56,Kresse,Nicole,581,25,W,10436.0,0 days 02:50:00
1999,W,Iceland,0 days 02:56:09,Ernstsdottir,Bryndis,698,25,W,10569.0,0 days 02:50:00
