year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2000,M,Germany,0 days 02:50:44,Meinel,Hans,358,60,M,10244.0,0 days 02:50:00
2000,M,Austria,0 days 03:00:50,Hosp,Walfried,880,60,M,10850.0,0 days 03:00:00
2000,M,Sweden,0 days 03:02:51,Videfors,BjÃÂ¶rn,991,60,M,10971.0,0 days 03:00:00
2000,M,Germany,0 days 03:06:34,Helbig,Wolfgang,1199,60,M,11194.0,0 days 03:00:00
2000,M,Germany,0 days 03:07:11,Hoenicke,Klaus,1245,60,M,11231.0,0 days 03:00:00
2000,M,Germany,0 days 03:08:00,Billerbeck,Klaus,1314,60,M,11280.0,0 days 03:00:00
2000,M,Germany,0 days 03:11:30,Ochsenfeld,GÃÂ¼nter,1609,60,M,11490.0,0 days 03:10:00
2000,M,Germany,0 days 03:12:06,Glasenapp,Joachim von,1670,60,M,11526.0,0 days 03:10:00
2000,M,France,0 days 03:12:28,Boitier,Jean-Claude,1699,60,M,11548.0,0 days 03:10:00
2000,M,Germany,0 days 03:13:17,Vollbracht,Heinrich,1773,60,M,11597.0,0 days 03:10:00
