year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2015,W,Germany,0 days 03:07:55,Apel,Sabine,2711,55,W,11275.0,0 days 03:00:00
2015,W,France,0 days 03:08:22,Roue,Solange,2804,55,W,11302.0,0 days 03:00:00
2015,W,United Kingdom,0 days 03:17:57,Wheelhouse,Caroline,4399,55,W,11877.0,0 days 03:10:00
2015,W,Canada,0 days 03:24:45,Nesdoly,Faith,5842,55,W,12285.0,0 days 03:20:00
2015,W,Australia,0 days 03:26:04,Burke,Louise,6180,55,W,12364.0,0 days 03:20:00
2015,W,Denmark,0 days 03:29:27,Jensen,Anne-Mette BÃÂ¦k,7330,55,W,12567.0,0 days 03:20:00
2015,W,Denmark,0 days 03:30:48,HjortshÃÂ¸j,Susanne Goth,7754,55,W,12648.0,0 days 03:30:00
2015,W,Germany,0 days 03:30:49,Binder,Susanne,7763,55,W,12649.0,0 days 03:30:00
2015,W,Denmark,0 days 03:30:50,Bay,Lisa,7772,55,W,12650.0,0 days 03:30:00
2015,W,Denmark,0 days 03:31:45,Lando,Ane,8009,55,W,12705.0,0 days 03:30:00
