year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2009,W,United Kingdom,0 days 03:07:17,Gilbert,Sally,1746,50,W,11237.0,0 days 03:00:00
2009,W,Germany,0 days 03:15:02,Uhlig,Birgitt,2689,50,W,11702.0,0 days 03:10:00
2009,W,Germany,0 days 03:15:50,KrÃÂ¼ger,Gudrun,2789,50,W,11750.0,0 days 03:10:00
2009,W,Italy,0 days 03:18:36,Copello Roessler,Monica,3188,50,W,11916.0,0 days 03:10:00
2009,W,Denmark,0 days 03:19:24,Norup,Pia,3318,50,W,11964.0,0 days 03:10:00
2009,W,Netherlands,0 days 03:20:16,Schuurman,Bernadette,3450,50,W,12016.0,0 days 03:20:00
2009,W,Germany,0 days 03:21:02,Jacobi,Birgit,3572,50,W,12062.0,0 days 03:20:00
2009,W,Germany,0 days 03:21:48,Wanjek-Haack,Annemarie,3708,50,W,12108.0,0 days 03:20:00
2009,W,Germany,0 days 03:26:15,Braun,Marion Maria,4586,50,W,12375.0,0 days 03:20:00
2009,W,Denmark,0 days 03:27:17,Jensen,Anne-mette,4804,50,W,12437.0,0 days 03:20:00
