year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2003,M,Germany,0 days 02:28:28,Wolfram,Lutz,53,45,M,8908.0,0 days 02:20:00
2003,M,Germany,0 days 02:38:47,Kreemke,Wolfgang,153,45,M,9527.0,0 days 02:30:00
2003,M,Austria,0 days 02:39:37,Egger,Alois,169,45,M,9577.0,0 days 02:30:00
2003,M,Belgium,0 days 02:39:50,Seynaeve,Johan,172,45,M,9590.0,0 days 02:30:00
2003,M,Malta,0 days 02:40:22,Mifsud,Raymond,183,45,M,9622.0,0 days 02:40:00
2003,M,Poland,0 days 02:41:01,Czerski,Marian,199,45,M,9661.0,0 days 02:40:00
2003,M,Germany,0 days 02:41:40,Spahn,Peter,211,45,M,9700.0,0 days 02:40:00
2003,M,Germany,0 days 02:41:41,Bronner,Wolfgang,213,45,M,9701.0,0 days 02:40:00
2003,M,Germany,0 days 02:41:59,Slawinski,Wieslaw,222,45,M,9719.0,0 days 02:40:00
2003,M,Austria,0 days 02:42:16,Hartl,Herbert,229,45,M,9736.0,0 days 02:40:00
