year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2022,W,United Kingdom,0 days 03:10:21,Harrison,Susanna,3590,55,W,11421.0,0 days 03:10:00
2022,W,Norway,0 days 03:11:14,SÃÂ¦ther,Rannei,3715,55,W,11474.0,0 days 03:10:00
2022,W,United States,0 days 03:12:29,Whitworth,Pilar,3924,55,W,11549.0,0 days 03:10:00
2022,W,Germany,0 days 03:14:50,Parsiegla,Karsta,4328,55,W,11690.0,0 days 03:10:00
2022,W,Serbia,0 days 03:15:54,Vejin,Predrag,4518,55,W,11754.0,0 days 03:10:00
2022,W,United States,0 days 03:16:17,Drumbore,Brooke,4589,55,W,11777.0,0 days 03:10:00
2022,W,Norway,0 days 03:16:21,Overvaag,Kristin,4597,55,W,11781.0,0 days 03:10:00
2022,W,Germany,0 days 03:16:56,Pritchard,Cornelia,4689,55,W,11816.0,0 days 03:10:00
2022,W,United States,0 days 03:18:19,Willis,Kelly,4925,55,W,11899.0,0 days 03:10:00
2022,W,Canada,0 days 03:23:24,Ma,Yan,5883,55,W,12204.0,0 days 03:20:00
