year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2007,M,Kenya,0 days 02:06:51,Kirui,Abel,2,25,M,7611.0,0 days 02:00:00
2007,M,Kenya,0 days 02:07:29,Kipsang,Salim,3,25,M,7649.0,0 days 02:00:00
2007,M,Kenya,0 days 02:08:01,Manyim,Philip,4,25,M,7681.0,0 days 02:00:00
2007,M,Ethiopia,0 days 02:09:49,Adimasu,Mesfin,5,25,M,7789.0,0 days 02:00:00
2007,M,Poland,0 days 02:12:00,Sowa,Arkadiusz,7,25,M,7920.0,0 days 02:10:00
2007,M,Ethiopia,0 days 02:13:13,Wodajo,Teferi,11,25,M,7993.0,0 days 02:10:00
2007,M,Kenya,0 days 02:13:44,Arusei,Moses,12,25,M,8024.0,0 days 02:10:00
2007,M,Spain,0 days 02:13:45,Iglesias,Rafael,13,25,M,8025.0,0 days 02:10:00
2007,M,Ethiopia,0 days 02:14:09,Fekadu,Asnake,14,25,M,8049.0,0 days 02:10:00
2007,M,Czech Republic,0 days 02:18:09,Faschingbauer,Pavel,21,25,M,8289.0,0 days 02:10:00
