year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2012,M,Kenya,0 days 02:04:15,Mutai,Geoffrey,1,30,M,7455.0,0 days 02:00:00
2012,M,Kenya,0 days 02:08:41,Keiyo,Josphat,5,30,M,7721.0,0 days 02:00:00
2012,M,Japan,0 days 02:11:31,Fujiwara,Masakazu,10,30,M,7891.0,0 days 02:10:00
2012,M,Japan,0 days 02:11:46,Ishikawa,Suehiro,11,30,M,7906.0,0 days 02:10:00
2012,M,Ethiopia,0 days 02:12:33,Woldeamanuel,Samuel,12,30,M,7953.0,0 days 02:10:00
2012,M,Spain,0 days 02:13:14,Gamonal,Miguel,15,30,M,7994.0,0 days 02:10:00
2012,M,Italy,0 days 02:13:55,Gualdi,Giovanni,16,30,M,8035.0,0 days 02:10:00
2012,M,Switzerland,0 days 02:15:35,KreienbÃÂ¼hl,Christian,18,30,M,8135.0,0 days 02:10:00
2012,M,United Kingdom,0 days 02:18:08,Anthony,Phil,19,30,M,8288.0,0 days 02:10:00
2012,M,Denmark,0 days 02:19:32,Budolfsen,Lars,20,30,M,8372.0,0 days 02:10:00
