year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2018,M,Finland,0 days 03:13:45,Naumanen,Urpo,3316,70,M,11625.0,0 days 03:10:00
2018,M,Australia,0 days 03:30:06,Lane,Robert,6752,70,M,12606.0,0 days 03:30:00
2018,M,Finland,0 days 03:33:33,HeiniÃÂ¶,Mikko,7572,70,M,12813.0,0 days 03:30:00
2018,M,Germany,0 days 03:39:59,Johnen,Walter,9247,70,M,13199.0,0 days 03:30:00
2018,M,Canada,0 days 03:40:13,Menetrier,Jean,9302,70,M,13213.0,0 days 03:40:00
2018,M,Sweden,0 days 03:41:18,Palmqvist,Ake,9613,70,M,13278.0,0 days 03:40:00
2018,M,France,0 days 03:45:09,Bigot,Michel,10757,70,M,13509.0,0 days 03:40:00
2018,M,Germany,0 days 03:56:13,Ernst,Klaus,14621,70,M,14173.0,0 days 03:50:00
2018,M,Taiwan,0 days 03:56:55,Wang,Chuan Ming,14895,70,M,14215.0,0 days 03:50:00
2018,M,Japan,0 days 03:57:22,Tsugawa,Kazuhiko,15077,70,M,14242.0,0 days 03:50:00
