year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2011,W,United States,0 days 03:58:41,Rigney,Hansi,14331,70,W,14321.0,0 days 03:50:00
2011,W,Denmark,0 days 04:30:59,Bamberg,Birgit Valeur,23345,70,W,16259.0,0 days 04:30:00
2011,W,Germany,0 days 04:34:55,Reusch,Hannelore,24269,70,W,16495.0,0 days 04:30:00
2011,W,Germany,0 days 04:57:04,Multhoff,Ilse,28437,70,W,17824.0,0 days 04:50:00
2011,W,Germany,0 days 04:59:12,SchÃÂ¶del,Jenny,28793,70,W,17952.0,0 days 04:50:00
2011,W,Germany,0 days 05:05:00,Schilff,Karin,29414,70,W,18300.0,0 days 05:00:00
2011,W,Germany,0 days 05:28:11,Sowinski,Regina,31324,70,W,19691.0,0 days 05:20:00
2011,W,Austria,0 days 05:29:28,Bichlbauer,Christine,31399,70,W,19768.0,0 days 05:20:00
2011,W,Denmark,0 days 05:37:53,Thorbek,Jytte,31790,70,W,20273.0,0 days 05:30:00
2011,W,Germany,0 days 05:42:47,Zegewitz,Rosemarie,32004,70,W,20567.0,0 days 05:40:00
