year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2006,W,Denmark,0 days 02:44:02,JÃÂ¸rgensen,Anette Behnke,179,40,W,9842.0,0 days 02:40:00
2006,W,United Kingdom,0 days 02:56:10,Oakes,Fiona Louise,529,40,W,10570.0,0 days 02:50:00
2006,W,France,0 days 03:00:42,Rotsaert,Pascale,849,40,W,10842.0,0 days 03:00:00
2006,W,United Kingdom,0 days 03:07:05,Masson,Kim,1254,40,W,11225.0,0 days 03:00:00
2006,W,Netherlands,0 days 03:07:50,de Wolff,Anneke,1299,40,W,11270.0,0 days 03:00:00
2006,W,Spain,0 days 03:08:47,Ubierna,Maria Luisa,1385,40,W,11327.0,0 days 03:00:00
2006,W,Switzerland,0 days 03:08:47,Meyer,Andrea Franziska,1387,40,W,11327.0,0 days 03:00:00
2006,W,United Kingdom,0 days 03:11:22,Hawkins,Sharon,1600,40,W,11482.0,0 days 03:10:00
2006,W,United Kingdom,0 days 03:11:27,Mccarthy,Lorraine Petula Kerry,1610,40,W,11487.0,0 days 03:10:00
2006,W,Austria,0 days 03:12:20,Gasser,Monika,1686,40,W,11540.0,0 days 03:10:00
