year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2016,M,Norway,0 days 02:58:27,Dahl,Alf B.,1361,60,M,10707.0,0 days 02:50:00
2016,M,Germany,0 days 02:59:31,Schmieder,Hubert,1538,60,M,10771.0,0 days 02:50:00
2016,M,Germany,0 days 03:00:41,Alt,Rudolf,1657,60,M,10841.0,0 days 03:00:00
2016,M,Poland,0 days 03:01:01,Ferenc,Janusz,1679,60,M,10861.0,0 days 03:00:00
2016,M,Norway,0 days 03:04:15,Skandsen,Gunnar,1954,60,M,11055.0,0 days 03:00:00
2016,M,Spain,0 days 03:04:23,SANCHEZ IZQUIERDO,FRANCISCO,1964,60,M,11063.0,0 days 03:00:00
2016,M,Germany,0 days 03:05:09,Stuhlinger,Joachim,2035,60,M,11109.0,0 days 03:00:00
2016,M,Netherlands,0 days 03:07:59,Hartman,Lex,2346,60,M,11279.0,0 days 03:00:00
2016,M,Australia,0 days 03:09:08,De La Motte,Robert,2489,60,M,11348.0,0 days 03:00:00
2016,M,Italy,0 days 03:09:32,Friggi,Antonio,2551,60,M,11372.0,0 days 03:00:00
