year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2014,W,Denmark,0 days 03:53:38,Christensen,Doris,11724,65,W,14018.0,0 days 03:50:00
2014,W,Canada,0 days 04:04:05,Adams,Judith,14954,65,W,14645.0,0 days 04:00:00
2014,W,United Kingdom,0 days 04:10:56,Little,Gina,16587,65,W,15056.0,0 days 04:10:00
2014,W,Germany,0 days 04:11:46,Pithan,Ulrike,16781,65,W,15106.0,0 days 04:10:00
2014,W,Canada,0 days 04:13:49,Alexander,Joy,17376,65,W,15229.0,0 days 04:10:00
2014,W,Denmark,0 days 04:23:14,Drewes,Elisabeth,19418,65,W,15794.0,0 days 04:20:00
2014,W,Canada,0 days 04:24:15,Clairmont,Colleen,19611,65,W,15855.0,0 days 04:20:00
2014,W,Germany,0 days 04:27:50,KÃÂ¶hnlein,Beatrix,20356,65,W,16070.0,0 days 04:20:00
2014,W,Germany,0 days 04:28:39,Franke-Thurau,Ursula,20537,65,W,16119.0,0 days 04:20:00
2014,W,Switzerland,0 days 04:29:01,Bousbah-Tanner,Heidi,20605,65,W,16141.0,0 days 04:20:00
