year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2017,W,Germany,0 days 03:21:14,Linke,Martina,4788,55,W,12074.0,0 days 03:20:00
2017,W,Hong Kong,0 days 03:23:25,Leung,Fung Ming Angela,5190,55,W,12205.0,0 days 03:20:00
2017,W,Sweden,0 days 03:25:53,Bjork,Ingrid,5761,55,W,12353.0,0 days 03:20:00
2017,W,France,0 days 03:29:21,Delaeter,Christine,6859,55,W,12561.0,0 days 03:20:00
2017,W,Denmark,0 days 03:29:53,Thisted,Joan,7041,55,W,12593.0,0 days 03:20:00
2017,W,Canada,0 days 03:30:40,Nesdoly,Faith,7273,55,W,12640.0,0 days 03:30:00
2017,W,Japan,0 days 03:30:59,Awata,Toshimi,7335,55,W,12659.0,0 days 03:30:00
2017,W,Germany,0 days 03:31:18,Pratsch,Petra,7419,55,W,12678.0,0 days 03:30:00
2017,W,United Kingdom,0 days 03:33:10,Clements,Irene,7925,55,W,12790.0,0 days 03:30:00
2017,W,Germany,0 days 03:33:28,BÃÂ¶hli-Tretschock,Birgit,8005,55,W,12808.0,0 days 03:30:00
