year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2003,M,Germany,0 days 02:58:09,Klinke,Siegfried,1067,60,M,10689.0,0 days 02:50:00
2003,M,Germany,0 days 02:59:06,Klein,Helmut,1203,60,M,10746.0,0 days 02:50:00
2003,M,Germany,0 days 03:04:13,GeiÃÂler,JÃÂ¶rg,1627,60,M,11053.0,0 days 03:00:00
2003,M,Germany,0 days 03:05:16,Claassen,Manfred,1727,60,M,11116.0,0 days 03:00:00
2003,M,Spain,0 days 03:06:08,Molero-Membrilla,JosÃÂ©,1815,60,M,11168.0,0 days 03:00:00
2003,M,Germany,0 days 03:09:11,Doetsch,Leonhard,2127,60,M,11351.0,0 days 03:00:00
2003,M,Germany,0 days 03:09:36,Vogt,Michael,2183,60,M,11376.0,0 days 03:00:00
2003,M,Germany,0 days 03:12:25,Jordan,Detlef,2509,60,M,11545.0,0 days 03:10:00
2003,M,Germany,0 days 03:13:02,Wodke,Horst,2591,60,M,11582.0,0 days 03:10:00
2003,M,United Kingdom,0 days 03:15:03,Cradden,Brendan,2861,60,M,11703.0,0 days 03:10:00
