year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2022,W,Ethiopia,0 days 02:18:51,Edesa,Workenesh,49,30,W,8331.0,0 days 02:10:00
2022,W,Japan,0 days 02:22:02,Suzuki,Ayuko,66,30,W,8522.0,0 days 02:20:00
2022,W,Ethiopia,0 days 02:22:28,Imana,Guteni Shone,71,30,W,8548.0,0 days 02:20:00
2022,W,Japan,0 days 02:25:17,Abe,Yukari,94,30,W,8717.0,0 days 02:20:00
2022,W,Kenya,0 days 02:25:22,Chebet,Risper,95,30,W,8722.0,0 days 02:20:00
2022,W,United States,0 days 02:35:40,Peale,Kaitlyn,309,30,W,9340.0,0 days 02:30:00
2022,W,Netherlands,0 days 02:39:56,van Gelder,Maaike,497,30,W,9596.0,0 days 02:30:00
2022,W,United States,0 days 02:40:35,Sharek,Leigh,524,30,W,9635.0,0 days 02:40:00
2022,W,United Kingdom,0 days 02:43:27,King,Katie,663,30,W,9807.0,0 days 02:40:00
2022,W,Netherlands,0 days 02:45:55,Swager,Jolijn,846,30,W,9955.0,0 days 02:40:00
