year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2004,M,Switzerland,0 days 02:45:55,Zumsteg,Stefan,326,20,M,9955.0,0 days 02:40:00
2004,M,Germany,0 days 03:04:20,Kiestaller,Alexander,1558,20,M,11060.0,0 days 03:00:00
2004,M,Germany,0 days 03:05:23,Gummersbach,Tim,1635,20,M,11123.0,0 days 03:00:00
2004,M,Denmark,0 days 03:11:48,Leick,Jens Adser,2323,20,M,11508.0,0 days 03:10:00
2004,M,Germany,0 days 03:12:31,Wilke,Kristof,2419,20,M,11551.0,0 days 03:10:00
2004,M,Germany,0 days 03:13:38,Biehl,Philipp,2570,20,M,11618.0,0 days 03:10:00
2004,M,Germany,0 days 03:17:07,Lentz,Roman,3032,20,M,11827.0,0 days 03:10:00
2004,M,Germany,0 days 03:17:32,Spickenbaum,Tim,3101,20,M,11852.0,0 days 03:10:00
2004,M,Germany,0 days 03:17:46,Wohlfarth,Tobias,3142,20,M,11866.0,0 days 03:10:00
2004,M,Estonia,0 days 03:18:17,MÃÂ¤nd,Edvin,3233,20,M,11897.0,0 days 03:10:00
