year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2016,M,United Kingdom,0 days 02:29:17,Affleck,Robert,84,45,M,8957.0,0 days 02:20:00
2016,M,Finland,0 days 02:32:26,Vaittinen,Marko,119,45,M,9146.0,0 days 02:30:00
2016,M,United Kingdom,0 days 02:32:50,Sparks,Nick,123,45,M,9170.0,0 days 02:30:00
2016,M,Italy,0 days 02:32:53,AchmÃÂ¼ller,Hermann,124,45,M,9173.0,0 days 02:30:00
2016,M,United States,0 days 02:34:20,Straza,Michael,145,45,M,9260.0,0 days 02:30:00
2016,M,Norway,0 days 02:35:10,Fredriksen,Terje,163,45,M,9310.0,0 days 02:30:00
2016,M,France,0 days 02:35:27,Jubelin,Pierre,167,45,M,9327.0,0 days 02:30:00
2016,M,Iceland,0 days 02:36:27,Gudmundsson,Stefan,184,45,M,9387.0,0 days 02:30:00
2016,M,France,0 days 02:37:14,Mounir,Belmahdi,205,45,M,9434.0,0 days 02:30:00
2016,M,United Kingdom,0 days 02:37:22,Sida,Lewis,207,45,M,9442.0,0 days 02:30:00
