year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2004,M,Kenya,0 days 02:06:49,Riri,Joseph,2,30,M,7609.0,0 days 02:00:00
2004,M,Kenya,0 days 02:07:05,Chelanga,Josua,3,30,M,7625.0,0 days 02:00:00
2004,M,Portugal,0 days 02:09:41,Novo,Luis,7,30,M,7781.0,0 days 02:00:00
2004,M,Kenya,0 days 02:12:17,Itok,Benjamin,12,30,M,7937.0,0 days 02:10:00
2004,M,Japan,0 days 02:12:48,Ogura,Makoto,14,30,M,7968.0,0 days 02:10:00
2004,M,Spain,0 days 02:15:41,Cuevas,Asier,24,30,M,8141.0,0 days 02:10:00
2004,M,Portugal,0 days 02:16:21,Valente,Carlos,25,30,M,8181.0,0 days 02:10:00
2004,M,Japan,0 days 02:18:16,Katayama,Toshiya,28,30,M,8296.0,0 days 02:10:00
2004,M,Italy,0 days 02:19:26,Calcaterra,Giorgio,29,30,M,8366.0,0 days 02:10:00
2004,M,Finland,0 days 02:19:31,Saavalainen,Petri,30,30,M,8371.0,0 days 02:10:00
