year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2013,W,United Kingdom,0 days 04:28:56,McGhee,Angela,26926,70,W,16136.0,0 days 04:20:00
2013,W,Germany,0 days 04:31:04,Hamann,Herta,27501,70,W,16264.0,0 days 04:30:00
2013,W,Germany,0 days 04:31:32,Riebe,Renate,27603,70,W,16292.0,0 days 04:30:00
2013,W,Denmark,0 days 04:40:26,Kiederle,Inger,29564,70,W,16826.0,0 days 04:40:00
2013,W,Germany,0 days 04:50:05,Multhoff,Ilse,31383,70,W,17405.0,0 days 04:50:00
2013,W,Germany,0 days 04:55:36,Vollbehr,Hildegard,32307,70,W,17736.0,0 days 04:50:00
2013,W,Denmark,0 days 04:56:37,Nedergaard,Hanne,32490,70,W,17797.0,0 days 04:50:00
2013,W,Denmark,0 days 05:04:46,Petersen,Agnethe,33494,70,W,18286.0,0 days 05:00:00
2013,W,Germany,0 days 05:04:54,Eichner,Sigrid,33501,70,W,18294.0,0 days 05:00:00
2013,W,Germany,0 days 05:06:14,Rist,Rosi,33613,70,W,18374.0,0 days 05:00:00
