year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2002,M,Austria,0 days 03:44:27,Wagner,Stephanie,8695,SA,M,13467.0,0 days 03:40:00
