year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2007,W,Denmark,0 days 03:43:31,Christensen,Doris,9373,60,W,13411.0,0 days 03:40:00
2007,W,Finland,0 days 03:45:40,Karjalainen,Kirsti,10042,60,W,13540.0,0 days 03:40:00
2007,W,Denmark,0 days 03:48:44,Thomsen,Jonna Juul,11017,60,W,13724.0,0 days 03:40:00
2007,W,Germany,0 days 03:52:26,Echzeller,Brigitte,12329,60,W,13946.0,0 days 03:50:00
2007,W,Germany,0 days 03:53:11,Stolz,Christina,12627,60,W,13991.0,0 days 03:50:00
2007,W,Germany,0 days 03:53:31,Pithan,Ulrike,12751,60,W,14011.0,0 days 03:50:00
2007,W,Japan,0 days 03:53:33,Kumazawa,Hiroko,12763,60,W,14013.0,0 days 03:50:00
2007,W,Germany,0 days 03:54:41,Huneke,Anne,13206,60,W,14081.0,0 days 03:50:00
2007,W,Austria,0 days 03:55:16,Schmieder,Sieglinde,13439,60,W,14116.0,0 days 03:50:00
2007,W,Germany,0 days 03:55:39,Knabe Gollnick,Christa,13618,60,W,14139.0,0 days 03:50:00
